;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 13/07/2018 10:16:16
;----------------------------------------------

;Address Opcode 	ASM
____SysVT:
0x9FC01180	0x0B4003F8  J	___GenExcept
0x9D0003D8	0x304200FF  ANDI	R2, R2, 255
0x9D0003DC	0x14400003  BNE	R2, R0, L_KeyReading1
0x9D0003E0	0x70000000  NOP	
L__KeyReading29:
0x9D0003E4	0x0B400111  J	L_end_KeyReading
0x9D0003E8	0x3402002D  ORI	R2, R0, 45
L_KeyReading1:
;menu_lcd_read.h, 29 :: 		if (TeclaConfirma() == _TC_ON)   return(key_CONFIRMA);
0x9D0003EC	0x0F40007E  JAL	_TeclaConfirma+0
0x9D0003F0	0x70000000  NOP	
0x9D0003F4	0x304200FF  ANDI	R2, R2, 255
0x9D0003F8	0x14400003  BNE	R2, R0, L_KeyReading2
0x9D0003FC	0x70000000  NOP	
L__KeyReading30:
0x9D000400	0x0B400111  J	L_end_KeyReading
0x9D000404	0x3402003E  ORI	R2, R0, 62
L_KeyReading2:
;menu_lcd_read.h, 30 :: 		if (TeclaCancela()  == _TC_ON)   return(key_CANCELA);
0x9D000408	0x0F400083  JAL	_TeclaCancela+0
0x9D00040C	0x70000000  NOP	
0x9D000410	0x304200FF  ANDI	R2, R2, 255
0x9D000414	0x14400003  BNE	R2, R0, L_KeyReading3
0x9D000418	0x70000000  NOP	
L__KeyReading31:
0x9D00041C	0x0B400111  J	L_end_KeyReading
0x9D000420	0x3402003C  ORI	R2, R0, 60
L_KeyReading3:
;menu_lcd_read.h, 31 :: 		if (TeclaManual()   == _TC_ON)   return(key_MANUAL);
0x9D000424	0x0F400088  JAL	_TeclaManual+0
0x9D000428	0x70000000  NOP	
0x9D00042C	0x304200FF  ANDI	R2, R2, 255
0x9D000430	0x14400003  BNE	R2, R0, L_KeyReading4
0x9D000434	0x70000000  NOP	
L__KeyReading32:
0x9D000438	0x0B400111  J	L_end_KeyReading
0x9D00043C	0x34020034  ORI	R2, R0, 52
L_KeyReading4:
;menu_lcd_read.h, 33 :: 		return(key_NULL);
0x9D000440	0x3402005F  ORI	R2, R0, 95
;menu_lcd_read.h, 35 :: 		}//fim da KeyReading
L_end_KeyReading:
0x9D000444	0x8FBF0000  LW	RA, 0(SP)
0x9D000448	0x03E00008  JR	RA
0x9D00044C	0x27BD0004  ADDIU	SP, SP, 4
; end of _KeyReading
_TeclaMais:
;PANEL.c, 17 :: 		char TeclaMais()       { return T_MAIS; }
0x9D000234	0x3C1EBF88  LUI	R30, 49032
0x9D000238	0x83C26051  LB	R2, 24657(R30)
0x9D00023C	0x7C4200C0  EXT	R2, R2, 3, 1
L_end_TeclaMais:
0x9D000240	0x03E00008  JR	RA
0x9D000244	0x70000000  NOP	
; end of _TeclaMais
_TeclaMenos:
;PANEL.c, 18 :: 		char TeclaMenos()      { return T_MENOS; }
0x9D000248	0x3C1EBF88  LUI	R30, 49032
0x9D00024C	0x83C26051  LB	R2, 24657(R30)
0x9D000250	0x7C420080  EXT	R2, R2, 2, 1
L_end_TeclaMenos:
0x9D000254	0x03E00008  JR	RA
0x9D000258	0x70000000  NOP	
; end of _TeclaMenos
_TeclaConfirma:
;PANEL.c, 19 :: 		char TeclaConfirma()   { return T_CONFIRMA; }
0x9D0001F8	0x3C1EBF88  LUI	R30, 49032
0x9D0001FC	0x83C26051  LB	R2, 24657(R30)
0x9D000200	0x7C420140  EXT	R2, R2, 5, 1
L_end_TeclaConfirma:
0x9D000204	0x03E00008  JR	RA
0x9D000208	0x70000000  NOP	
; end of _TeclaConfirma
_TeclaCancela:
;PANEL.c, 20 :: 		char TeclaCancela()    { return T_CANCELA; }
0x9D00020C	0x3C1EBF88  LUI	R30, 49032
0x9D000210	0x83C26051  LB	R2, 24657(R30)
0x9D000214	0x7C420100  EXT	R2, R2, 4, 1
L_end_TeclaCancela:
0x9D000218	0x03E00008  JR	RA
0x9D00021C	0x70000000  NOP	
; end of _TeclaCancela
_TeclaManual:
;PANEL.c, 21 :: 		char TeclaManual()     { return T_MANUAL; }
0x9D000220	0x3C1EBF88  LUI	R30, 49032
0x9D000224	0x83C26050  LB	R2, 24656(R30)
0x9D000228	0x7C4201C0  EXT	R2, R2, 7, 1
L_end_TeclaManual:
0x9D00022C	0x03E00008  JR	RA
0x9D000230	0x70000000  NOP	
; end of _TeclaManual
;MENU_LCD.c,0 :: ?ICS_Screen3 [8]
0x9D001080	0x9D0011C0 ;?ICS_Screen3+0
0x9D001084	0x00000000 ;?ICS_Screen3+4
; end of ?ICS_Screen3
;MENU_LCD.c,0 :: ?ICS_TelaInicial [12]
0x9D001088	0x9D001150 ;?ICS_TelaInicial+0
0x9D00108C	0x9D001134 ;?ICS_TelaInicial+4
0x9D001090	0x00000000 ;?ICS_TelaInicial+8
; end of ?ICS_TelaInicial
;,0 :: _initBlock_2 [44]
; Containing: ?ICS?lstr6_MENU_LCD [19]
;             ?ICS?lstr1_MENU_LCD_Main [7]
;             ?ICS?lstr5_MENU_LCD [18]
0x9D001094	0x6C410A0D ;_initBlock_2+0 : ?ICS?lstr6_MENU_LCD at 0x9D001094
0x9D001098	0x6E726574 ;_initBlock_2+4
0x9D00109C	0x53207261 ;_initBlock_2+8
0x9D0010A0	0x61646961 ;_initBlock_2+12
0x9D0010A4	0x4D002173 ;_initBlock_2+16 : ?ICS?lstr1_MENU_LCD_Main at 0x9D0010A7
0x9D0010A8	0x69637261 ;_initBlock_2+20
0x9D0010AC	0x0A0D006F ;_initBlock_2+24 : ?ICS?lstr5_MENU_LCD at 0x9D0010AE
0x9D0010B0	0x69666544 ;_initBlock_2+28
0x9D0010B4	0x2072696E ;_initBlock_2+32
0x9D0010B8	0x64696153 ;_initBlock_2+36
0x9D0010BC	0x00217361 ;_initBlock_2+40
; end of _initBlock_2
;MENU_LCD.c,0 :: ?ICS?lstr4_MENU_LCD [11]
0x9D0010C0	0x41430A0D ;?ICS?lstr4_MENU_LCD+0
0x9D0010C4	0x4C45434E ;?ICS?lstr4_MENU_LCD+4
0x9D0010C8	0x002141 ;?ICS?lstr4_MENU_LCD+8
; end of ?ICS?lstr4_MENU_LCD
;MENU_LCD.c,0 :: ?ICS_Screen2 [20]
0x9D0010CC	0x9D0011F8 ;?ICS_Screen2+0
0x9D0010D0	0x9D00116C ;?ICS_Screen2+4
0x9D0010D4	0x9D001118 ;?ICS_Screen2+8
0x9D0010D8	0x9D0010FC ;?ICS_Screen2+12
0x9D0010DC	0x00000000 ;?ICS_Screen2+16
; end of ?ICS_Screen2
;MENU_LCD.c,0 :: ?ICS_Screen1 [20]
0x9D0010E0	0x9D0011A4 ;?ICS_Screen1+0
0x9D0010E4	0x9D001188 ;?ICS_Screen1+4
0x9D0010E8	0x9D001214 ;?ICS_Screen1+8
0x9D0010EC	0x9D0011DC ;?ICS_Screen1+12
0x9D0010F0	0x00000000 ;?ICS_Screen1+16
; end of ?ICS_Screen1
;MENU_LCD.c,0 :: ?ICS?lstr1_MENU_LCD [8]
0x9D0010F4	0x414D0A0D ;?ICS?lstr1_MENU_LCD+0
0x9D0010F8	0x00215349 ;?ICS?lstr1_MENU_LCD+4
; end of ?ICS?lstr1_MENU_LCD
;MENU_LCD.c,58 :: _Menu23 [28]
0x9D0010FC	0x00000000 ;_Menu23+0
0x9D001100	0x54524F50 ;_Menu23+4
0x9D001104	0x203D2044 ;_Menu23+8
0x9D001108	0x00000038 ;_Menu23+12
0x9D00110C	0x00000000 ;_Menu23+16
0x9D001110	0x9D000384 ;_Menu23+20
0x9D001114	0x00000008 ;_Menu23+24
; end of _Menu23
;MENU_LCD.c,57 :: _Menu22 [28]
0x9D001118	0x00000000 ;_Menu22+0
0x9D00111C	0x54524F50 ;_Menu22+4
0x9D001120	0x203D2044 ;_Menu22+8
0x9D001124	0x00000034 ;_Menu22+12
0x9D001128	0x00000000 ;_Menu22+16
0x9D00112C	0x9D000384 ;_Menu22+20
0x9D001130	0x00000004 ;_Menu22+24
; end of _Menu22
;MENU_LCD.c,63 :: _Menu02 [28]
0x9D001134	0xA0000018 ;_Menu02+0
0x9D001138	0x434E5546 ;_Menu02+4
0x9D00113C	0x32204F41 ;_Menu02+8
0x9D001140	0x00000000 ;_Menu02+12
0x9D001144	0x00000000 ;_Menu02+16
0x9D001148	0x00000000 ;_Menu02+20
0x9D00114C	0x00000000 ;_Menu02+24
; end of _Menu02
;MENU_LCD.c,62 :: _Menu01 [28]
0x9D001150	0xA000002C ;_Menu01+0
0x9D001154	0x434E5546 ;_Menu01+4
0x9D001158	0x31204F41 ;_Menu01+8
0x9D00115C	0x00000000 ;_Menu01+12
0x9D001160	0x00000000 ;_Menu01+16
0x9D001164	0x00000000 ;_Menu01+20
0x9D001168	0x00000000 ;_Menu01+24
; end of _Menu01
;MENU_LCD.c,56 :: _Menu21 [28]
0x9D00116C	0x00000000 ;_Menu21+0
0x9D001170	0x54524F50 ;_Menu21+4
0x9D001174	0x203D2044 ;_Menu21+8
0x9D001178	0x00000032 ;_Menu21+12
0x9D00117C	0x00000000 ;_Menu21+16
0x9D001180	0x9D000384 ;_Menu21+20
0x9D001184	0x00000002 ;_Menu21+24
; end of _Menu21
;MENU_LCD.c,50 :: _Menu11 [28]
0x9D001188	0x00000000 ;_Menu11+0
0x9D00118C	0x76697441 ;_Menu11+4
0x9D001190	0x53207261 ;_Menu11+8
0x9D001194	0x61646961 ;_Menu11+12
0x9D001198	0x00000073 ;_Menu11+16
0x9D00119C	0x9D000384 ;_Menu11+20
0x9D0011A0	0x000000FF ;_Menu11+24
; end of _Menu11
;MENU_LCD.c,49 :: _Menu10 [28]
0x9D0011A4	0xA0000048 ;_Menu10+0
0x9D0011A8	0x7274754F ;_Menu10+4
0x9D0011AC	0x75462061 ;_Menu10+8
0x9D0011B0	0x6F61636E ;_Menu10+12
0x9D0011B4	0x00000000 ;_Menu10+16
0x9D0011B8	0x00000000 ;_Menu10+20
0x9D0011BC	0x00000000 ;_Menu10+24
; end of _Menu10
;MENU_LCD.c,45 :: _Menu30 [28]
0x9D0011C0	0x00000000 ;_Menu30+0
0x9D0011C4	0x54524F50 ;_Menu30+4
0x9D0011C8	0x203D2044 ;_Menu30+8
0x9D0011CC	0x00003233 ;_Menu30+12
0x9D0011D0	0x00000000 ;_Menu30+16
0x9D0011D4	0x9D000384 ;_Menu30+20
0x9D0011D8	0x00000020 ;_Menu30+24
; end of _Menu30
;MENU_LCD.c,52 :: _Menu13 [28]
0x9D0011DC	0x00000000 ;_Menu13+0
0x9D0011E0	0x6C736544 ;_Menu13+4
0x9D0011E4	0x72616769 ;_Menu13+8
0x9D0011E8	0x69615320 ;_Menu13+12
0x9D0011EC	0x00736164 ;_Menu13+16
0x9D0011F0	0x9D000384 ;_Menu13+20
0x9D0011F4	0x00000000 ;_Menu13+24
; end of _Menu13
;MENU_LCD.c,55 :: _Menu20 [28]
0x9D0011F8	0x00000000 ;_Menu20+0
0x9D0011FC	0x54524F50 ;_Menu20+4
0x9D001200	0x203D2044 ;_Menu20+8
0x9D001204	0x00000031 ;_Menu20+12
0x9D001208	0x00000000 ;_Menu20+16
0x9D00120C	0x9D000384 ;_Menu20+20
0x9D001210	0x00000001 ;_Menu20+24
; end of _Menu20
;MENU_LCD.c,51 :: _Menu12 [28]
0x9D001214	0x00000000 ;_Menu12+0
0x9D001218	0x65746C41 ;_Menu12+4
0x9D00121C	0x72616E72 ;_Menu12+8
0x9D001220	0x69615320 ;_Menu12+12
0x9D001224	0x00736164 ;_Menu12+16
0x9D001228	0x9D000468 ;_Menu12+20
0x9D00122C	0x00000000 ;_Menu12+24
; end of _Menu12
;MENU_LCD.c,0 :: ?ICS?lstr3_MENU_LCD [12]
0x9D001230	0x4F430A0D ;?ICS?lstr3_MENU_LCD+0
0x9D001234	0x5249464E ;?ICS?lstr3_MENU_LCD+4
0x9D001238	0x0021414D ;?ICS?lstr3_MENU_LCD+8
; end of ?ICS?lstr3_MENU_LCD
;,0 :: _initBlock_19 [11]
; Containing: ?ICS?lstr2_MENU_LCD [9]
;             ?ICSMENU_LCD_selecao [1]
;             ?ICS_keyPressed [1]
0x9D00123C	0x454D0A0D ;_initBlock_19+0 : ?ICS?lstr2_MENU_LCD at 0x9D00123C
0x9D001240	0x21534F4E ;_initBlock_19+4
0x9D001244	0x5F0000 ;_initBlock_19+8 : ?ICSMENU_LCD_selecao at 0x9D001245 : ?ICS_keyPressed at 0x9D001246
; end of _initBlock_19
Symbol List:
//** Routines locations **
//ADDRESS    SIZE    PROCEDURE
//----------------------------------------------
0x9D000000      [52]    _UART2_Write
0x9D000034     [208]    _Lcd_Chr
0x9D000104      [32]    _Delay_1us
0x9D000124      [32]    _Delay_50us
0x9D000144      [88]    _UART2_Write_Text
0x9D00019C      [60]    MENU_LCD_LcdWriteFromROM
0x9D0001D8      [32]    _Delay_5500us
0x9D0001F8      [20]    _TeclaConfirma
0x9D00020C      [20]    _TeclaCancela
0x9D000220      [20]    _TeclaManual
0x9D000234      [20]    _TeclaMais
0x9D000248      [20]    _TeclaMenos
0x9D00025C     [296]    MENU_LCD_MostrarItens
0x9D000384      [40]    _DefinirSaidas
0x9D0003AC     [164]    _KeyReading
0x9D000450      [24]    _KeyRead
0x9D000468      [40]    _AlternarSaidas
0x9D000490     [732]    _Lcd_Init
0x9D00076C     [140]    __Lib_UART_123456_UART_Calc_BRG
0x9D0007F8      [12]    _Get_Fosc_kHz
0x9D000804      [48]    _Lcd_Chr_CP
0x9D000834     [372]    _Lcd_Cmd
0x9D0009A8      [32]    ___CC2DW
0x9D0009C8      [32]    ___FillZeros
0x9D0009E8      [52]    _AD_Init
0x9D000A1C      [64]    _Lcd_Inicialize
0x9D000A5C      [96]    _Keyboard_Interrupt
0x9D000ABC     [488]    _Menu_main
0x9D000CA4     [248]    _Lcd_Out
0x9D000D9C      [72]    _Menu_init
0x9D000DE4     [232]    _UART2_Init
0x9D000ECC     [100]    _TimerKeyboard_Init
0x9D000F30     [152]    _main
0x9D000FC8      [24]    ___BootGenExcept
0x9D000FE0      [24]    ___GenExcept
0x9D000FF8     [136]    _InterruptTimerKeyboard
0xBFC00000     [296]    ___BootStartUp
//** Variables locations ** 
//ADDRESS    SIZE    VARIABLE
//----------------------------------------------
0xA0000000      [12]    ?lstr3_MENU_LCD
0xA000000C       [9]    ?lstr2_MENU_LCD
0xA0000015       [1]    MENU_LCD_selecao
0xA0000016       [1]    _keyPressed
0xA0000017       [1]    _T0_cntKEY
0xA0000018      [20]    _Screen2
0xA000002C      [20]    _Screen1
0xA0000040       [8]    ?lstr1_MENU_LCD
0xA0000048       [8]    _Screen3
0xA0000050      [12]    _TelaInicial
0xA000005C      [19]    ?lstr6_MENU_LCD
0xA000006F       [7]    ?lstr1_MENU_LCD_Main
0xA0000076      [18]    ?lstr5_MENU_LCD
0xA0000088      [11]    ?lstr4_MENU_LCD
0xA0000093       [0]    __Lib_Lcd_cmd_status
0xA0000094       [4]    MENU_LCD_MenuAtual
0xA0000098       [4]    _UART_Rd_Ptr
0xA000009C       [4]    _UART_Wr_Ptr
0xA00000A0       [4]    _UART_Tx_Idle_Ptr
0xA00000A4       [4]    _UART_Rdy_Ptr
0xA00000A8      [32]    MENU_LCD_Stack
0xA00000C8       [4]    MENU_LCD_MenuAnterior
//** Constants locations ** 
//ADDRESS    SIZE    CONSTANT
//----------------------------------------------
0x9D001080       [8]    ?ICS_Screen3
0x9D001088      [12]    ?ICS_TelaInicial
0x9D001094      [19]    ?ICS?lstr6_MENU_LCD
0x9D0010A7       [7]    ?ICS?lstr1_MENU_LCD_Main
0x9D0010AE      [18]    ?ICS?lstr5_MENU_LCD
0x9D0010C0      [11]    ?ICS?lstr4_MENU_LCD
0x9D0010CC      [20]    ?ICS_Screen2
0x9D0010E0      [20]    ?ICS_Screen1
0x9D0010F4       [8]    ?ICS?lstr1_MENU_LCD
0x9D0010FC      [28]    _Menu23
0x9D001118      [28]    _Menu22
0x9D001134      [28]    _Menu02
0x9D001150      [28]    _Menu01
0x9D00116C      [28]    _Menu21
0x9D001188      [28]    _Menu11
0x9D0011A4      [28]    _Menu10
0x9D0011C0      [28]    _Menu30
0x9D0011DC      [28]    _Menu13
0x9D0011F8      [28]    _Menu20
0x9D001214      [28]    _Menu12
0x9D001230      [12]    ?ICS?lstr3_MENU_LCD
0x9D00123C       [9]    ?ICS?lstr2_MENU_LCD
0x9D001245       [1]    ?ICSMENU_LCD_selecao
0x9D001246       [1]    ?ICS_keyPressed
